Route,Departing Port,Arriving Port,Airline,Month,Sectors Scheduled,Sectors Flown,Cancellations,Departures On Time,Arrivals On Time,Departures Delayed,Arrivals Delayed,"OnTime Departures 
(%)","OnTime Arrivals 
(%)","Cancellations 

(%)"
Brisbane-Proserpine,Brisbane,Proserpine,QantasLink,Jul-25,18,18,0,11,11,7,7,61.1,61.1,0.0
Brisbane-Rockhampton,Brisbane,Rockhampton,QantasLink,Jul-25,175,172,3,123,123,49,49,71.5,71.5,1.7
Brisbane-Townsville,Brisbane,Townsville,QantasLink,Jul-25,130,130,0,89,84,41,46,68.5,64.6,0.0
Broome-Perth,Broome,Perth,QantasLink,Jul-25,90,89,1,45,39,44,50,50.6,43.8,1.1
Cairns-Brisbane,Cairns,Brisbane,QantasLink,Jul-25,194,194,0,142,138,52,56,73.2,71.1,0.0
Canberra-Adelaide,Canberra,Adelaide,QantasLink,Jul-25,94,87,7,74,67,13,20,85.1,77.0,7.4
Canberra-Brisbane,Canberra,Brisbane,QantasLink,Jul-25,171,159,12,105,118,54,41,66.0,74.2,7.0
Canberra-Melbourne,Canberra,Melbourne,QantasLink,Jul-25,189,174,15,132,130,42,44,75.9,74.7,7.9
Canberra-Sydney,Canberra,Sydney,QantasLink,Jul-25,379,333,46,237,228,96,105,71.2,68.5,12.1
Coffs Harbour-Sydney,Coffs Harbour,Sydney,QantasLink,Jul-25,108,101,7,73,78,28,23,72.3,77.2,6.5
Devonport-Melbourne,Devonport,Melbourne,QantasLink,Jul-25,103,97,6,81,87,16,10,83.5,89.7,5.8
Dubbo-Sydney,Dubbo,Sydney,QantasLink,Jul-25,103,94,9,75,80,19,14,79.8,85.1,8.7
Emerald-Brisbane,Emerald,Brisbane,QantasLink,Jul-25,130,122,8,106,111,16,11,86.9,91.0,6.2
Gladstone-Brisbane,Gladstone,Brisbane,QantasLink,Jul-25,132,121,11,90,99,31,22,74.4,81.8,8.3
Hamilton Island-Brisbane,Hamilton Island,Brisbane,QantasLink,Jul-25,31,31,0,15,14,16,17,48.4,45.2,0.0
Hobart-Brisbane,Hobart,Brisbane,QantasLink,Jul-25,12,12,0,5,6,7,6,41.7,50.0,0.0
Hobart-Melbourne,Hobart,Melbourne,QantasLink,Jul-25,120,116,4,85,85,31,31,73.3,73.3,3.3
Hobart-Sydney,Hobart,Sydney,QantasLink,Jul-25,88,83,5,60,54,23,29,72.3,65.1,5.7
Kalgoorlie-Perth,Kalgoorlie,Perth,QantasLink,Jul-25,63,59,4,44,37,15,22,74.6,62.7,6.3
Karratha-Perth,Karratha,Perth,QantasLink,Jul-25,170,170,0,116,97,54,73,68.2,57.1,0.0
Launceston-Melbourne,Launceston,Melbourne,QantasLink,Jul-25,81,75,6,62,61,13,14,82.7,81.3,7.4
Launceston-Sydney,Launceston,Sydney,QantasLink,Jul-25,31,31,0,26,24,5,7,83.9,77.4,0.0
Mackay-Brisbane,Mackay,Brisbane,QantasLink,Jul-25,81,71,10,51,52,20,19,71.8,73.2,12.3
Melbourne-Brisbane,Melbourne,Brisbane,QantasLink,Jul-25,228,213,15,116,144,97,69,54.5,67.6,6.6
Melbourne-Canberra,Melbourne,Canberra,QantasLink,Jul-25,190,179,11,137,141,42,38,76.5,78.8,5.8
Melbourne-Devonport,Melbourne,Devonport,QantasLink,Jul-25,104,99,5,74,74,25,25,74.7,74.7,4.8
Melbourne-Hobart,Melbourne,Hobart,QantasLink,Jul-25,120,116,4,68,79,48,37,58.6,68.1,3.3
Melbourne-Launceston,Melbourne,Launceston,QantasLink,Jul-25,80,76,4,58,54,18,22,76.3,71.1,5.0
Melbourne-Mildura,Melbourne,Mildura,QantasLink,Jul-25,78,76,2,55,55,21,21,72.4,72.4,2.6
Melbourne-Newcastle,Melbourne,Newcastle,QantasLink,Jul-25,54,54,0,35,35,19,19,64.8,64.8,0.0
Mildura-Melbourne,Mildura,Melbourne,QantasLink,Jul-25,79,77,2,54,55,23,22,70.1,71.4,2.5
Mount Isa-Brisbane,Mount Isa,Brisbane,QantasLink,Jul-25,27,25,2,17,15,8,10,68.0,60.0,7.4
Newcastle-Brisbane,Newcastle,Brisbane,QantasLink,Jul-25,88,86,2,73,77,13,9,84.9,89.5,2.3
Newcastle-Melbourne,Newcastle,Melbourne,QantasLink,Jul-25,54,54,0,49,44,5,10,90.7,81.5,0.0
Newman-Perth,Newman,Perth,QantasLink,Jul-25,125,123,2,97,92,26,31,78.9,74.8,1.6
Perth-Broome,Perth,Broome,QantasLink,Jul-25,90,89,1,65,70,24,19,73.0,78.7,1.1
Perth-Kalgoorlie,Perth,Kalgoorlie,QantasLink,Jul-25,63,59,4,46,45,13,14,78.0,76.3,6.3
Perth-Karratha,Perth,Karratha,QantasLink,Jul-25,172,172,0,121,126,51,46,70.3,73.3,0.0
Perth-Newman,Perth,Newman,QantasLink,Jul-25,125,125,0,93,95,32,30,74.4,76.0,0.0
Perth-Port Hedland,Perth,Port Hedland,QantasLink,Jul-25,156,154,2,121,123,33,31,78.6,79.9,1.3
Port Hedland-Perth,Port Hedland,Perth,QantasLink,Jul-25,156,153,3,111,105,42,48,72.5,68.6,1.9
Port Lincoln-Adelaide,Port Lincoln,Adelaide,QantasLink,Jul-25,94,92,2,84,87,8,5,91.3,94.6,2.1
Port Macquarie-Sydney,Port Macquarie,Sydney,QantasLink,Jul-25,97,92,5,70,73,22,19,76.1,79.3,5.2
Proserpine-Brisbane,Proserpine,Brisbane,QantasLink,Jul-25,18,18,0,10,10,8,8,55.6,55.6,0.0
Rockhampton-Brisbane,Rockhampton,Brisbane,QantasLink,Jul-25,175,169,6,123,128,46,41,72.8,75.7,3.4
Sydney-Albury,Sydney,Albury,QantasLink,Jul-25,83,83,0,60,68,23,15,72.3,81.9,0.0
Sydney-Ballina,Sydney,Ballina,QantasLink,Jul-25,38,37,1,32,31,5,6,86.5,83.8,2.6
Sydney-Canberra,Sydney,Canberra,QantasLink,Jul-25,379,339,40,255,238,84,101,75.2,70.2,10.6
Sydney-Coffs Harbour,Sydney,Coffs Harbour,QantasLink,Jul-25,107,102,5,67,76,35,26,65.7,74.5,4.7
Sydney-Dubbo,Sydney,Dubbo,QantasLink,Jul-25,103,94,9,70,73,24,21,74.5,77.7,8.7
Sydney-Hobart,Sydney,Hobart,QantasLink,Jul-25,89,84,5,47,42,37,42,56.0,50.0,5.6
Sydney-Launceston,Sydney,Launceston,QantasLink,Jul-25,30,29,1,25,24,4,5,86.2,82.8,3.3
Sydney-Port Macquarie,Sydney,Port Macquarie,QantasLink,Jul-25,98,93,5,71,64,22,29,76.3,68.8,5.1
Sydney-Wagga Wagga,Sydney,Wagga Wagga,QantasLink,Jul-25,103,100,3,83,82,17,18,83.0,82.0,2.9
Townsville-Brisbane,Townsville,Brisbane,QantasLink,Jul-25,130,129,1,91,87,38,42,70.5,67.4,0.8
Wagga Wagga-Sydney,Wagga Wagga,Sydney,QantasLink,Jul-25,103,100,3,78,81,22,19,78.0,81.0,2.9
Darwin-Perth,Darwin,Perth,QantasLink,Jul-25,38,38,0,33,26,5,12,86.8,68.4,0.0
Perth-Darwin,Perth,Darwin,QantasLink,Jul-25,38,38,0,33,27,5,11,86.8,71.1,0.0
All Ports-All Ports,All Ports,All Ports,QantasLink,Jul-25,12616,12112,504,9215,9185,2897,2927,76.1,75.8,4.0
